provinceID, provinceName, loc, county, countyloc, duchy, duchyloc, kingdom, kingdomloc, region, terrain, type, X, Y, rgb, area (pixels), county area, duchy area, kingdom area

1, b_vestfirdir, Vestfirðir, c_vestisland, Vestrland, d_iceland, Iceland, k_norway, Norway world_europe_north, mountains, inhabitable, X:271, Y:3950, rgb(42, 3, 128), AREA: 4185, County Area: 13299, Duchy Area: 35255, Kingdom Area: 147219;
314, b_borgholm, Borgholm, c_oland, Öland, d_smaland, Småland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1842, Y:3144, rgb(168, 90, 57), AREA: 452, County Area: 791, Duchy Area: 16435, Kingdom Area: 90794;
315, b_eketorp, Eketorp, c_oland, Öland, d_smaland, Småland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1833, Y:3115, rgb(0, 93, 185), AREA: 339, County Area: 791, Duchy Area: 16435, Kingdom Area: 90794;
316, b_skara, Skara, c_skara, Skara, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1698, Y:3264, rgb(42, 96, 58), AREA: 996, County Area: 2851, Duchy Area: 13544, Kingdom Area: 90794;
317, b_lodose, Lödöse, c_vastergotland, Västergötland, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1654, Y:3238, rgb(84, 99, 186), AREA: 1375, County Area: 4586, Duchy Area: 13544, Kingdom Area: 90794;
318, b_kungahalla, Utlanden, c_vastergotland, Västergötland, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1627, Y:3212, rgb(126, 102, 59), AREA: 916, County Area: 4586, Duchy Area: 13544, Kingdom Area: 90794;
319, b_falkoping, Falköping, c_vastergotland, Västergötland, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1704, Y:3229, rgb(168, 105, 187), AREA: 807, County Area: 4586, Duchy Area: 13544, Kingdom Area: 90794;
320, b_varnhem, Varnhem, c_skara, Skara, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1708, Y:3250, rgb(0, 108, 60), AREA: 1139, County Area: 2851, Duchy Area: 13544, Kingdom Area: 90794;
321, b_dalaborg, Dalaborg, c_dal, Dal, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1656, Y:3277, rgb(42, 111, 188), AREA: 1252, County Area: 3097, Duchy Area: 13544, Kingdom Area: 90794;
322, b_tisselskog, Tisselskog, c_dal, Dal, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1654, Y:3305, rgb(84, 114, 61), AREA: 1845, County Area: 3097, Duchy Area: 13544, Kingdom Area: 90794;
323, b_tingvalla, Tingvalla, c_varmland, Värmaland, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1682, Y:3327, rgb(126, 117, 189), AREA: 971, County Area: 6893, Duchy Area: 22066, Kingdom Area: 90794;
324, b_friskdal, Friskdal, c_varmland, Värmaland, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1667, Y:3390, rgb(168, 120, 62), AREA: 2468, County Area: 6893, Duchy Area: 22066, Kingdom Area: 90794;
325, b_gillberg, Gillberg, c_nordmark, Nordmark, d_vastergotland, Västergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1657, Y:3345, rgb(0, 123, 190), AREA: 941, County Area: 3010, Duchy Area: 13544, Kingdom Area: 90794;
326, b_vase, Väse, c_varmland, Värmaland, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1725, Y:3313, rgb(42, 126, 63), AREA: 1457, County Area: 6893, Duchy Area: 22066, Kingdom Area: 90794;
327, b_orabro, Örebro, c_narke, Neeric, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1769, Y:3307, rgb(84, 129, 191), AREA: 1042, County Area: 3308, Duchy Area: 8674, Kingdom Area: 90794;
328, b_riseberga, Riseberga, c_narke, Neeric, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1748, Y:3301, rgb(126, 132, 64), AREA: 1524, County Area: 3308, Duchy Area: 8674, Kingdom Area: 90794;
329, b_noraskog, Noraskog, c_narke, Neeric, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1753, Y:3338, rgb(168, 135, 192), AREA: 742, County Area: 3308, Duchy Area: 8674, Kingdom Area: 90794;
330, b_sudherkopung, Söderköping, c_ostergotland, Östergötland, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1824, Y:3265, rgb(0, 138, 65), AREA: 555, County Area: 2935, Duchy Area: 8674, Kingdom Area: 90794;
331, b_hamarkinda, Hamarkinda, c_ostergotland, Östergötland, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1837, Y:3237, rgb(42, 141, 193), AREA: 732, County Area: 2935, Duchy Area: 8674, Kingdom Area: 90794;
332, b_liunga, Linuga, c_kinda, Kinda, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1784, Y:3256, rgb(84, 144, 66), AREA: 831, County Area: 2431, Duchy Area: 8674, Kingdom Area: 90794;
333, b_skanninge, Skänninge, c_kinda, Kinda, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1748, Y:3253, rgb(126, 147, 194), AREA: 1004, County Area: 2431, Duchy Area: 8674, Kingdom Area: 90794;
334, b_vreta, Vreta, c_ostergotland, Östergötland, d_ostergotland, Östergötland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1783, Y:3270, rgb(168, 150, 67), AREA: 924, County Area: 2935, Duchy Area: 8674, Kingdom Area: 90794;
335, b_wisinghnso, Wisinghnsö, c_njudung, Njudung, d_smaland, Småland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1739, Y:3230, rgb(0, 153, 195), AREA: 257, County Area: 3642, Duchy Area: 16435, Kingdom Area: 90794;
336, b_talje, Tälje, c_sodermannaland, Södermannaland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1877, Y:3300, rgb(42, 156, 68), AREA: 1278, County Area: 3815, Duchy Area: 12127, Kingdom Area: 90794;
337, b_nykopung, Nyköping, c_sodermannaland, Södermannaland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1855, Y:3280, rgb(84, 159, 196), AREA: 641, County Area: 3815, Duchy Area: 12127, Kingdom Area: 90794;
338, b_sundby, Sundby, c_sodermannaland, Södermannaland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1820, Y:3313, rgb(126, 162, 69), AREA: 462, County Area: 3815, Duchy Area: 12127, Kingdom Area: 90794;
339, b_strigines, Strigines, c_sodermannaland, Södermannaland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1855, Y:3305, rgb(168, 165, 197), AREA: 885, County Area: 3815, Duchy Area: 12127, Kingdom Area: 90794;
340, b_birkevik, Birkevik, c_sodermannaland, Södermannaland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1830, Y:3293, rgb(0, 168, 70), AREA: 549, County Area: 3815, Duchy Area: 12127, Kingdom Area: 90794;
341, b_sigtuna, Sigtuna, c_upland, Uppland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1891, Y:3341, rgb(42, 171, 198), AREA: 1312, County Area: 4943, Duchy Area: 12127, Kingdom Area: 90794;
342, b_uppsala, Uppsala, c_upland, Uppland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1868, Y:3358, rgb(84, 174, 71), AREA: 1885, County Area: 4943, Duchy Area: 12127, Kingdom Area: 90794;
343, b_enescopinge, Enköping, c_upland, Uppland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1857, Y:3339, rgb(126, 177, 199), AREA: 630, County Area: 4943, Duchy Area: 12127, Kingdom Area: 90794;
344, b_osthammar, Östhammar, c_upland, Uppland, d_svealand, Uppland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1900, Y:3380, rgb(168, 180, 72), AREA: 1116, County Area: 4943, Duchy Area: 12127, Kingdom Area: 90794;
345, b_henamorum, Henamorum, c_dalabergslagen, Dalabergslagen, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1802, Y:3402, rgb(0, 183, 200), AREA: 716, County Area: 4713, Duchy Area: 22066, Kingdom Area: 90794;
346, b_vaestraaros, Västraaros, c_vastmanland, Västmannaland, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1820, Y:3337, rgb(42, 186, 73), AREA: 807, County Area: 3920, Duchy Area: 22066, Kingdom Area: 90794;
347, b_arbuga, Arboga, c_vastmanland, Västmannaland, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1800, Y:3335, rgb(84, 189, 201), AREA: 824, County Area: 3920, Duchy Area: 22066, Kingdom Area: 90794;
348, b_skynzekkeberge, Skynzekkeberge, c_vastmanland, Västmannaland, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1776, Y:3361, rgb(126, 192, 74), AREA: 1272, County Area: 3920, Duchy Area: 22066, Kingdom Area: 90794;
349, b_fernabo, Fernabo, c_vastmanland, Västmannaland, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1810, Y:3365, rgb(168, 195, 202), AREA: 1017, County Area: 3920, Duchy Area: 22066, Kingdom Area: 90794;
350, b_falene, Falene, c_dalabergslagen, Dalabergslagen, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, hills, inhabitable, X:1783, Y:3422, rgb(0, 198, 75), AREA: 1319, County Area: 4713, Duchy Area: 22066, Kingdom Area: 90794;
351, b_mor, Morum, c_dalarna, Övre Dalarna, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, hills, inhabitable, X:1756, Y:3441, rgb(42, 201, 203), AREA: 1478, County Area: 6540, Duchy Area: 22066, Kingdom Area: 90794;
352, b_molungr, Molungr, c_dalarna, Övre Dalarna, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1717, Y:3411, rgb(84, 204, 76), AREA: 1926, County Area: 6540, Duchy Area: 22066, Kingdom Area: 90794;
353, b_norrbarke, Norrbärke, c_dalabergslagen, Dalabergslagen, d_bergslagen, Bergslagen, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1774, Y:3385, rgb(126, 207, 204), AREA: 1582, County Area: 4713, Duchy Area: 22066, Kingdom Area: 90794;
354, b_gavle, Gävle, c_gastrikland, Gestrikalandia, d_svealand, Uppland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1848, Y:3394, rgb(168, 210, 77), AREA: 1204, County Area: 2667, Duchy Area: 12127, Kingdom Area: 90794;
355, b_oklabo, Oklabo, c_gastrikland, Gestrikalandia, d_svealand, Uppland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1832, Y:3422, rgb(0, 0, 205), AREA: 426, County Area: 2667, Duchy Area: 12127, Kingdom Area: 90794;
356, b_odmarden, Ödmården, c_gastrikland, Gestrikalandia, d_svealand, Uppland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1815, Y:3427, rgb(42, 3, 78), AREA: 1037, County Area: 2667, Duchy Area: 12127, Kingdom Area: 90794;
357, b_baldanas, Baldanäs, c_halsingland, Halsingland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1803, Y:3467, rgb(84, 6, 206), AREA: 1144, County Area: 6053, Duchy Area: 16286, Kingdom Area: 90794;
358, b_farila, Färila, c_halsingland, Halsingland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1771, Y:3480, rgb(126, 9, 79), AREA: 1126, County Area: 6053, Duchy Area: 16286, Kingdom Area: 90794;
359, b_dilsbo, Dilsbo, c_halsingland, Halsingland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1801, Y:3502, rgb(168, 12, 207), AREA: 2420, County Area: 6053, Duchy Area: 16286, Kingdom Area: 90794;
360, b_norale, Norale, c_halsingland, Halsingland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1840, Y:3470, rgb(0, 15, 80), AREA: 1363, County Area: 6053, Duchy Area: 16286, Kingdom Area: 90794;
361, b_seilanger, Seilanger, c_medelpad, Medelpad, d_norrland, Norrland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1850, Y:3505, rgb(42, 18, 208), AREA: 734, County Area: 3632, Duchy Area: 16286, Kingdom Area: 90794;
362, b_hafra, Hafrä, c_medelpad, Medelpad, d_norrland, Norrland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1796, Y:3536, rgb(84, 21, 81), AREA: 1315, County Area: 3632, Duchy Area: 16286, Kingdom Area: 90794;
363, b_lidh, Lidh, c_medelpad, Medelpad, d_norrland, Norrland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1829, Y:3540, rgb(126, 24, 209), AREA: 713, County Area: 3632, Duchy Area: 16286, Kingdom Area: 90794;
364, b_hedanger, Hedanger, c_medelpad, Medelpad, d_norrland, Norrland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1852, Y:3533, rgb(168, 27, 82), AREA: 870, County Area: 3632, Duchy Area: 16286, Kingdom Area: 90794;
365, b_sioboradh, Sioboradh, c_angermanland, Ångermanland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1877, Y:3559, rgb(0, 30, 210), AREA: 1145, County Area: 6601, Duchy Area: 16286, Kingdom Area: 90794;
366, b_solatumum, Solatumum, c_angermanland, Ångermanland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, taiga, inhabitable, X:1866, Y:3604, rgb(42, 33, 83), AREA: 2063, County Area: 6601, Duchy Area: 16286, Kingdom Area: 90794;
367, b_neteru, Neteru, c_angermanland, Ångermanland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1919, Y:3591, rgb(84, 36, 211), AREA: 1515, County Area: 6601, Duchy Area: 16286, Kingdom Area: 90794;
368, b_grundasund, Grundasund, c_angermanland, Ångermanland, d_norrland, Norrland, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1952, Y:3612, rgb(126, 39, 84), AREA: 1878, County Area: 6601, Duchy Area: 16286, Kingdom Area: 90794;
369, b_wysbu, Visby, c_gutland, Gotland, d_gotland, Visby, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1909, Y:3194, rgb(168, 42, 212), AREA: 476, County Area: 1662, Duchy Area: 1662, Kingdom Area: 90794;
370, b_garna, Garnä, c_gutland, Gotland, d_gotland, Visby, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1907, Y:3172, rgb(0, 45, 85), AREA: 314, County Area: 1662, Duchy Area: 1662, Kingdom Area: 90794;
371, b_burss, Burss, c_gutland, Gotland, d_gotland, Visby, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1922, Y:3172, rgb(42, 48, 213), AREA: 515, County Area: 1662, Duchy Area: 1662, Kingdom Area: 90794;
372, b_faroo, Faröö, c_gutland, Gotland, d_gotland, Visby, k_sweden, Sweden world_europe_north, plains, inhabitable, X:1939, Y:3210, rgb(84, 51, 86), AREA: 357, County Area: 1662, Duchy Area: 1662, Kingdom Area: 90794;
373, b_jahkamakke, Jåhkåmåhkke, c_jahkamakke, Jåhkåmåhkke, d_aarjetje, Åarjetje, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:1912, Y:3789, rgb(126, 54, 214), AREA: 2000, County Area: 4595, Duchy Area: 28720, Kingdom Area: 188919;
374, b_luokta, Luokta, c_pite, Pite, d_aarjetje, Åarjetje, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:1897, Y:3765, rgb(168, 57, 87), AREA: 3625, County Area: 7132, Duchy Area: 28720, Kingdom Area: 188919;
375, b_arviesjavrrie, Árviesjávrrie, c_biton, Biton, d_vuovdisamieana, Vuovdisámieana, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:1960, Y:3679, rgb(0, 60, 215), AREA: 2606, County Area: 8015, Duchy Area: 28632, Kingdom Area: 188919;
376, b_tuorpon, Tuorpon, c_jahkamakke, Jåhkåmåhkke, d_aarjetje, Åarjetje, k_sapmi, Sápmi world_europe_north, mountains, inhabitable, X:1831, Y:3869, rgb(42, 63, 88), AREA: 2595, County Area: 4595, Duchy Area: 28720, Kingdom Area: 188919;
377, b_semisjaur, Semisjaur, c_pite, Pite, d_aarjetje, Åarjetje, k_sapmi, Sápmi world_europe_north, mountains, inhabitable, X:1801, Y:3793, rgb(84, 66, 216), AREA: 1178, County Area: 7132, Duchy Area: 28720, Kingdom Area: 188919;
378, b_sjokksjokk, Sjokksjokk, c_siggevara, Siggevara, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:1971, Y:3795, rgb(126, 69, 89), AREA: 3534, County Area: 9006, Duchy Area: 44476, Kingdom Area: 188919;
379, b_sirkas, Sirkas, c_siggevara, Siggevara, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, hills, inhabitable, X:1918, Y:3828, rgb(168, 72, 217), AREA: 1882, County Area: 9006, Duchy Area: 44476, Kingdom Area: 188919;
380, b_siggevara, Siggevara, c_siggevara, Siggevara, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, hills, inhabitable, X:1979, Y:3858, rgb(0, 75, 90), AREA: 3590, County Area: 9006, Duchy Area: 44476, Kingdom Area: 188919;
381, b_lais, Lais, c_ubmejeiednuo, Ubmejeiednuo, d_aarjetje, Åarjetje, k_sapmi, Sápmi world_europe_north, mountains, inhabitable, X:1766, Y:3764, rgb(42, 78, 218), AREA: 993, County Area: 8950, Duchy Area: 28720, Kingdom Area: 188919;
382, b_ubmeje, Ubmeje, c_biton, Biton, d_vuovdisamieana, Vuovdisámieana, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:1928, Y:3654, rgb(84, 81, 91), AREA: 3554, County Area: 8015, Duchy Area: 28632, Kingdom Area: 188919;
383, b_tingevara, Tingevara, c_rounala, Rounala, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, mountains, inhabitable, X:1865, Y:3905, rgb(126, 84, 219), AREA: 2354, County Area: 7804, Duchy Area: 44476, Kingdom Area: 188919;
384, b_suondavara, Soundavara, c_suondavara, Suondavara, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2003, Y:3905, rgb(168, 87, 92), AREA: 4455, County Area: 7365, Duchy Area: 44476, Kingdom Area: 188919;
385, b_kittal, Kittal, c_kittila, Kittila, d_vuovdisamieana, Vuovdisámieana, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2096, Y:3829, rgb(0, 90, 220), AREA: 3927, County Area: 8640, Duchy Area: 28632, Kingdom Area: 188919;
386, b_froso, Freysey, c_jamtfir, Jamtaland, d_jamtland, Jamtaland, k_norway, Norway world_europe_north, taiga, inhabitable, X:1750, Y:3565, rgb(42, 93, 93), AREA: 977, County Area: 4792, Duchy Area: 15582, Kingdom Area: 147219;
387, b_suadigil, Suádigil, c_kittila, Kittila, d_vuovdisamieana, Vuovdisámieana, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2132, Y:3850, rgb(84, 96, 221), AREA: 2399, County Area: 8640, Duchy Area: 28632, Kingdom Area: 188919;
388, b_kemijavri, Kemijävri, c_peaccam, Peäccam, d_giemajohka, Giemajohka, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2169, Y:3790, rgb(126, 99, 94), AREA: 3603, County Area: 10844, Duchy Area: 57248, Kingdom Area: 188919;
389, b_morarna, Mórar, c_morarna, Mórar, d_jamtland, Jamtaland, k_norway, Norway world_europe_north, taiga, inhabitable, X:1742, Y:3546, rgb(168, 102, 222), AREA: 941, County Area: 2585, Duchy Area: 15582, Kingdom Area: 147219;
390, b_sombio, Sombio, c_sombio, Sombio, d_giemajohka, Giemajohka, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2174, Y:3865, rgb(0, 105, 95), AREA: 3592, County Area: 8393, Duchy Area: 57248, Kingdom Area: 188919;
391, b_aanaarjavri, Aanaarjävri, c_inari, Inari, d_giemajohka, Giemajohka, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2123, Y:3922, rgb(42, 108, 223), AREA: 3507, County Area: 8187, Duchy Area: 57248, Kingdom Area: 188919;
392, b_peldojavri, Peldojävri, c_suondavara, Suondavara, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2052, Y:3902, rgb(84, 111, 96), AREA: 2910, County Area: 7365, Duchy Area: 44476, Kingdom Area: 188919;
393, b_rounala, Rounala, c_rounala, Rounala, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, mountains, inhabitable, X:1901, Y:3974, rgb(126, 114, 224), AREA: 5450, County Area: 7804, Duchy Area: 44476, Kingdom Area: 188919;
394, b_guovdageaidnu, Guovdageaidnu, c_aviovara, Aviovara, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:1991, Y:3955, rgb(168, 117, 97), AREA: 4572, County Area: 10956, Duchy Area: 44476, Kingdom Area: 188919;
395, b_iesjavri, Iešjávri, c_aviovara, Aviovara, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2033, Y:4020, rgb(0, 120, 225), AREA: 3052, County Area: 10956, Duchy Area: 44476, Kingdom Area: 188919;
396, b_karasjohka, Kárášjohka, c_karasjohka, Kárášjohka, d_duortnoseatnu, Duortnoseatnu, k_sapmi, Sápmi world_europe_north, taiga, inhabitable, X:2103, Y:4022, rgb(42, 123, 98), AREA: 3132, County Area: 9345, Duchy Area: 44476, Kingdom Area: 188919;
